industry,resume_text,experience_level
Business Analyst,business analyst resume 3665 margaret street houston tx 47587 richard williamsgmailcom 770 6259669 summary technical business analyst 7 years experience supporting ecommerce retailers developing solutions possess degree business admin certification competency business analysis track record saving retailers 500k annually thanks innovative solution strategies sound gap analysis techniques thrive multicultural environments helped employers grow size reputation globally professional experience giant co boston business analyst develop business architecture using requirements scope processes alternatives risks analyze clients business requirements processes document analysis interviews workshops workflow analysis liaise business technical personnel ensure mutual understanding processes applications quality solutions inc boston business analyst engage client gather software requirementsbusiness rules ensure alignment development teams facilitate monthly meetings clients document requirements explore solutions completed indepth analysis business processes boosting revenue 15 2019 september 2019 present redesigned customer communication fulfilment protocols increasing customer satisfaction rates 35 saving company 500k annually due reduction refund requests conduct 5 levels testing including functional regression user acceptance integration performance july 2014 august 2019 evaluated risks related requirements implementation testing processes project communications training saving company average 5000 annually translate stakeholder requirements 10 different tangible deliverables functional specifications user cases user stories workflowprocess diagrams data flowdata model diagrams education cowell university chicago il bachelor arts business administration concentration finance honors cum laude gpa 3840 skills familiar agile software development expert knowledge sql relational database management systems skilled wrike attask project management software proficient microsoft office word excel outlook powerpoint visio june 2014,junior
Education,jessica claire 100 montgomery st 10th floor 555 4321000 resumesampleexamplecom summary capable educator 2 years experience middle school math teacher roles excellent classroom management lecturing behavior enhancement skills collaborative working teachers administrators specialists support student needs talented math teacher flexible approach full knowledge standards guidelines teaching concepts compassionate dedicated team player unsurpassed work ethic 3 years field analytical mathematics teacher instills computing application knowledge skill methods guide support high academic standards executes rigorous wholegroup instruction based individual needs students utilizes student performance data derived standardized assessments drive instructional decisionmaking skills excellent classroom management social skills development handson learning team collaboration experience special education inclusion teacher 082021 current lesson planning expertise behavioral disorders knowledge iep familiarity group individual instruction school district south orange maplewood maplewood nj worked students specialized needs accomplish tasks build practical skills collaborated conventional education instructors across multiple departments optimize student learning conducted small group individual classroom activities students based differentiated learning needs delivered specialized classroom instruction students developmental disorders eliminated learning gaps instructed students using teaching aids motivational strategies developed iep leverage developmental practices educational theories achieve educational objectives offered students personalized educational behavioral emotional support maintained focused inclusive supportive learning environments provided individualized assistance math improve abilities met parents student needs garner additional support middle school english teacher 012021 052022 basis independent schools scottsdale az managed classrooms efficiently cultivate love learning disciplinary focus assessed improved reading comprehension students attentive instruction modeled teaching around learnzillion standards align requirements repeated key lesson information teach grammar help students grasp concepts integrated technology classroom settings engage students diversify instruction established enforced clear class objectives requirements promote consistent education students developed class learning plans meet district statement requirements instruction prepared informative classroom lectures literature poetry historical authors engage educate students middle school math teacher 082019 012021 basis independent schools fremont ca customized instructional plans meet needs different students aligned classroom instructional strategies district state national requirements adapted teaching methods instructional strategies promote learning students differing skill levels prepared administered graded assignments examinations managed consistent learningfocused classroom environments establishing communicating clear objectives students administered tests quizzes assignments gauge students learning knowledge course materials delivered clear informative lectures subject matter framed meet state standards conferred specialists support needs students individualized educational plans special education inclusion teacher 012019 052019 school district south orange maplewood maplewood nj worked students specialized needs accomplish tasks build practical skills collaborated conventional education instructors across multiple departments optimize student learning fostered positive trusting relationships students increase engagement conducted small group individual classroom activities students based differentiated learning needs established communicated clear objectives lessons units projects students parents eliminated learning gaps instructed students using teaching aids motivational strategies developed iep leverage developmental practices educational theories achieve educational objectives provided individualized assistance mathela improve abilities documented evaluation results treatment plans actions according requirements met parents student needs garner additional support completed documentation student behaviors interventions results education training bachelor science kinesiology 052012 louisiana tech university ruston la master arts educational leadership 052021 louisiana college pineville la activities honors recipient delta sigma theta sorority inc scholarship president national panhellenic council vicepresident delta sigma theta sorority inc historian society distinguished black women record keeper exercise science physical education group creatorfounder girls growing gracefully club,junior
Operations Manager,jessica claire montgomery street san francisco ca 94105 555 4321000 resumesampleexamplecom summary highperforming operations manager 23 years experience delivering successful improvements business operations profitability team development resourceful project manager compliance specialist ability thrive fastpaced changing environments dedicated sustaining operational accuracy delivering results optimal profitability skills incidents management solutions development experience systems implementation staff training development operations manager 101997 112020 clarion security memphis tn recruited hired trained crew members application projects customer relations customer service established work priorities meet customer referral obligations timely delivery durable medical equipment collaborated staff maximize customer satisfaction streamline procedures improve bottomline profitability implemented policies standard operating procedures managed quality customer service logistics implemented process improvements based identification productivity quality issues facilitated timely comprehensive audit preparations inspections conducted root cause analysis adhered corrective preventive actions capa system procedures specific fda dot joint commission cms hqaa developed led quality management systems standards compliance including sops fda good current manufacturing practices team improvement programs enforcement company regulatory requirements improved morale management communication creating employee recognition rewards practices driver monthly incentive program recognized best nationally hme industry reduced process lags effectively trained team members best practices protocol supported corporate committee generated status update reports strategy initiative effectiveness offering corrective actions compliance committee traction committee managed daily operations including supervising multiple team members across 19 locations aided senior leadership executive decisionmaking process generating daily reports recommend corrective actions improvements trained mentored supported highperforming team providing regular performance review feedback coaching deficient areas corporate trainer following areas fda dot hazardous material security awareness vulnerability reasonable suspicion enforced security policies procedures protect company assets theft loss damage conducted performance reviews providing coaching feedback benefit company employee developed incident management strategy including troubleshooting root cause analysis timely resolution planned daily operational strategies including delivery routing team workflows promotional initiatives implemented facilitated covid 19 procedures respiratory clinical support technician 081988 101997 geo group inc caldwell id improved patient outlook daily living compassionate care maintained clean wellorganized environment promote client happiness safety monitored reported clients progress facilitated best care developing strong trusting rapport patient recognized management providing exceptional customer service provided excellent service attention customers facetoface phone conversations handled delegated tasks including setup respiratory equipment cpapbipap apnea monitors home polysomnograph testing oxygen concentrators driver 051982 081988 white white city state achieved consistently high customer scores due exceptional service followed safety rules keep clean driving record accidents incidents consulted customers gain feedback address concerns products services performed activities time maintaining regular attendance punctuality support scheduling work coverage verified contents inventory loads shipping papers determine discrepancies setup durable medical equipment hospital beds wheelchairs different oxygen modalities coordinated team members remained flexible work scheduling meet service needs loaded unloaded merchandise efficiently meet demanding route targets demonstrated professional conduct clients deliver outstanding customer service cleaned vehicle regularly maintain professional appearance education training high school diploma arthur hill high school saginaw mi delta college bay city mi davenport university grand rapids mi activities honors bod georgetown little league assistant softball coach jenison junior high school coached ayso soccer,senior
Sales,personal info 0090 4065219655 calvinqkungmailcom linkedincomincalvinqkun twittercomcalvingkun soft skills interpersonal skills expert communication expert listening expert collaboration calvin kun ck sales representative goaloriented customer service rep 7 years experience seeking boost pfizers sales kpis proven relationshipbuilding skills avalane developed relationships 110 new clients typically exceeded sales goals 20 18 inperson meets average experience 201507 201808 expert 201305 201506 time management expert goaloriented hard skills relationship building advanced 200806 201305 outside sales representative avalane pharmaceuticals outside sales rep 250 clients respected pharmaceutical firm developed relationships 110 new doctors exceeded sales quotas 20 every quarter closed sales 10 frequently company average performed 18 inperson meetings sales prospects reps scored least 99 regular company product knowledge exams inside sales representative azult medical charge northwest territory highvolume medical products firm exceeded sales goals 25 every quarter built relationships 150 new medical decision makers created ongoing customer needs analysis raise retention 35 sales representative experience various part time sales rep fluid kayaks built relationships key customers landscaping business closed average 5 sales per day outbound telemarketing job expert product knowledge busy outdoor retail shop expert customer needs analysis education 2008 bs biology lander university expert 2012 closing sales expert product knowledge advanced pursued passion human pathology coursework excelled business management classes accepted hall leaders exceptional community involvement additional activities member napsr used interpersonal selling skills secure 55000 grant local animal shelter participate regular mountain bike racing events member town council camona mt since 2010 certification cnpr certified pharma sales rep napsr conferences 2017 2015 antibiotics summit pain medicine conference publications 2017 2016 article relationship building published sales hacker article customer needs analysis linked fortune,junior
Consultant,summary jessica claire 100 montgomery st 10th floor 555 4321000 resumesampleexamplecom attentive goalfocused brings successful approach cultivating complex best practices meet organizational regulatory expectations detailoriented focus achieving expected outcomes enthusiastic hard worker expertise cultivating lucrative client relationships implementing better processes procedures skills reports documentation software troubleshooting client rapport continuous improvement content management system quality assurance project analysis issue resolution customer relationship management experience consultant 092020 current deloitte boston researched analyzed operations ascertain detailed client needs established quality standards performed work according project schedules implemented needs assessment mechanisms identify demand products services laid consulting services governing orders activities schedules employee performance broadened improvement initiatives troubleshooting problems recommending corrective actions delivered high level service customers effort build upon relationships future evaluated internal systems prepared training initiatives mitigate ongoing problems cloaning service 042010 current cedco mill casino hotel rv park tribal oneorca communications north bend kept bathrooms clean functional condition scrubbing stalls cleaning toilets tidying storage shelves sanitized frequented areas equipment using approved supplies collected trash floors within hallways bathrooms work areas vacuumed carpeted areas mopped solid surfaces proper chemical solutions scrubbed bathrooms removing soap scum mold excess dirt sinks shower area transported trash hazardous waste appropriate disposal area handled stored hazardous chemicals safely prevent injury illness responded emergency cleaning requests meet client expectations maintained safety protocols safe handling equipment chemicals created checklists daily stocking housekeeping carts improve inventory management prevent unnecessary trips stockroom stripped sealed finished polished floors maintain appearance remove scratches performed daily dusting leather wood surface polishing wall washing buffed tile floors maintain polished appearance cocktail server sheris cabaret city state recommended served alcoholic beverages patrons highvolume shifts maintained tidiness organization throughout bar area 082008 042010 welcomed guests personable attitude brought beverage orders reviewing menu options checked guests verify satisfaction meals suggested additional items increase restaurant sales communicated patrons offer friendly service determine needs took drink orders tables bar area relayed bartenders addressed concerns complaints quickly improve service escalated advanced issues management resolution created rapport new returning patrons foster guest satisfaction cleaned tables service quickly resetting supplies maintain restaurant service flow suggested cocktail choices based customer preference daily specials inventory availability checked identification prior serving calculated charges issued table checks collected payments customers provided exceptional service high volume daily customers education training high school diploma la cuesta hugh school santa barbara ca 062002,junior
Architecture,jessica claire montgomery street san francisco ca 94105 555 4321000 resumesampleexamplecom summary highly motivated sales associate extensive customer service sales experience outgoing sales professional track record driving increased sales improving buying experience elevating company profile target market guest services inventory control procedures merchandising expertise highlights loss prevention cash register operations product promotions accomplishments experience data management specialist 082013 current acadia healthcare inc perform data management activities accordance customer company contract regulatory requirements prepare adjust distribute engineering change notification report upload markup detail data sheet technical product report database cwi identify correct data entry errors ensured fully executed documents included required documents met company standards check release material drawings data cwi sap accordance work level instruction halliburton verifying correct complete entries made sap assist engineer updating material information cwi sap worked team members range data management tasks sharepoint address issues questions problems accurate timely manner administrative assistant 2012 072013 northwestern mutual phoenix az provide administrativesecretarial support answering telephones assisting visitors resolving referring range administrative problems inquiries open read route distribute incoming mail material prepare answers routine letters document controller 062006082011 den diagnostics carlsbad ca architectural planning group dubai uae four years dubai branch projects office inchargedocument controller directly reporting contracts manager branch manager handles administrative secretarial works composing business correspondence filing faxing answering phone calls receiving incoming documents open read route distribute incoming mail material prepare answers routine letters carry various functions related project document receiving transmittal safekeeping maintenance project document archives document imaging reproduction distribution ensures proper safekeeping document good quality work output administer request information register rfi maintain site copy documents hard copy project net aconex registering internal external documents maintenance controlled documents registers sending drawing transmittals submittals ensuring drawing transmittals acknowledged case dispute whether drawings transmitted manage documentdrawing review process internal external archiving data historical purposes curriculum vitae quality control analyst 062004 062006 biotechne pittsburgh pa philippines one year site document controller sidra tower directly reporting project manager handles administrative secretarial works composing business correspondences faxing answering phone calls receive register circulate following item limited letters client project document submittal management main contractor sub method statement contractor supplier sample material request information rfi drawings request inspection minutes meeting ensure transmittals acknowledged case dispute whether documents transmitted keep engineers track necessary documents need replied avoid delay make monthly calculation engineers overtime make monthly report submittals project management review projects handled document controller sidra tower hotel apartment commercial building dubai al jadaf mosque al jadaf dubai hydra twin towers jumeirah village south space towers office tower business bay suburbia 1 2 residential tower downtown jebel ali central plaza residential tower town jebel ali dubai waterfront waterfront madinat al arab al qusais car park dubai metro station euroinox warehouse fzco jebel ali dubai al meraikhi reggat al buteen dubai four seasons festival city dubai waterfront plot d5c building barsha mohd khalifa yousef analyze physicalchemical component samples raw materials packaging materials inprocess finished product using high pressure liquid chromatography hplc uvvis spectrophotometer atomic absorption spectrophotometer aas chemical component friabilator disintegration tester dissolution tester moisture balance instruments physical component prepare reagent standardize volumetric solution blank solution standard solutions used analysis microbial analysis mold yeast coliform standard plate count microbial analysis water potability using multitube technique environmental monitoring microbial limit prepare certificate analysis report raw materials inprocess finished product results prepare necessary document bureau food drugs drug registration prepare document method validation process validation cleaning validation arrange entire log sheet laboratory equipment standard activeexcipient material productmaterial production ensures proper safekeeping laboratory documentcertificate analysis good quality work output bachelor science chemistry apr 2004 polytechnic university philippines manila curriculum vitae education skills administrative balance business correspondence c cleaning validation contracts controller client data entry data management database engineer faxing filing drawing hplc imaging inspection instruction laboratory equipment letters mark materials mail office sharepoint works packaging project management quality read receiving reporting rfi sap secretarial telephones phone uv validation,junior
Mechanical Engineer,summary jessica claire montgomery street san francisco ca 94105555 4321000 resumesampleexamplecom senior mechanical engineer 10 years experience product design development prototyping testing project management engineering test plans customer interface requirements development experience includes mechanisms structural engineering pneumatics hydraulics ground support equipment flight hardware development testing highlights proe creo solidworks unigraphics gdt asme y145m expertise competent mechanism design analysis expert design manufacturing assembly proficient concept generation selection skilled teamcenter windchill intralink significant career accomplishments changed method manufacturing order help project save million dollars meet schedule requirements designed developed variable crosssection oring installation instructions mitigate risks associated manufacturing defects recognized contributions excellence engineering nasas return flight program highlights accomplishments experience education affiliations skills guest services inventory control procedures merchandising expertise loss prevention cash register operations product promotions usmc 19901991 desert shieldstorm veteran decorations include meritorious unit citation southwest asia service medal kuwait liberation medal mechanical systems engineer kion group erlanger ky 042014 122014 designed high capacity xy table using ptc proe creo 20 attached handling fixture used manipulating loader find center gravity deployment operations developed designed high strength weight ratio handlebars reflector deployment operations assisted assembly testing designs mentioned ensure performance functionality requirements met mochanical systems engineer kion group memphis tn 102013 032014 responsible integrating lrus associated md 900 cockpit upgrade airframe using nx 5 developed notar sensor design integration using shelf components use determining tail cone position secior design engineer aerojet rocketdyne canoga park ca 042013 102013 utilized proe wildfire 50 creo 10 design multiple mechanisms assist manipulation mating cryogenic components satellite instrument testing coordinated efforts drafting procurement inform management schedule budget impacts created released drawings assist development procurement parts secior design engineer aerojet rocketdyne camden ar 032012 012013 resolved drawing discrepancies kaizen process utilizing teamcenter nx 75 designed tooling assist validation modal analysis analysis department assisted development design changes m230lf mk44s chaingun platforms secior design engineer aerojet rocketdyne jupiter fl 022010 012012 designed roll control housings orion command module proe wildfire 3 assisting development execution trade studies design selection fabrication process housings coordinated interface design detail lockheedmartin ensure proper fit thruster plate control housings assisted rapid design development procurement variable crosssection oring mitigate risks associated discrepant parts live fire testing secior design engineer aerojet rocketdyne redmond wa 072009 022010 managed six projects support landsat data communications module ldcm solar array development subsystem testing completed 90 ecrs correct discrepant hardware release new parts procedures well manage revised hardware designs using teamcenter proe 2001 secior design engineer aerojet rocketdyne culpeper va 052008 052009 created three variations concepts mechanical ground support equipment mgse integration payload second stage first stage taurus ii antares iss resupply vehicle developed conops illustrating logistics assembly disassembly taurus ii mgse flight components using solidworks 2010 performed tolerance analysis flight hardware ensure requirements interface control documents icds met secior design engineer aerojet rocketdyne sacramento ca 122007 052008 designed developed prototypes orion crew systems habitation accommodations using proe wildfire windchill z print 3d printing software used proe wildfire manage orion command module model consisted 10000 parts subassemblies mentored junior engineers acted lead engineer assist project engineers departmental workload five habitation projects secior design engineer 052007 122007 aerojet rocketdyne orlando fl utilized proe wildfire windchill create manage mechanisms concepts designed developed flight hardware sts124 camera restraint system time budget designed coordinated manufacturing orion command module mockup testing nasas anechoic chamber decign engineer high companies mechanicsburg pa 102006 052007 utilized solidworks pdm link create structural components danny nobles offshore drilling rig coordinated expedited manufacturing procurement materials multiple jobs expedite customer jobs designed ocean floor products met exceeded customer requirements api specifications deoign engineer 022005 102006 high companies springboro oh assisted design fabrication testing hardware software tools overlay tile repair project nasas return flight effort redesigned delta pressure valve suppress pressure oscillations mitigate risks associated failure neutral buoyancy training exercises assisted maintenance repair srms ssrms based sonny carter training facility contributed 50000 hours safe diving vpp star awards deoign engineer high companies williamsport pa 012004 012005 designed variable clutchspring mechanism simulate dynamics using obss orbital boom sensor system attached srms shuttle remote manipulator system onorbit repairs li900 shuttle tile designed adjustable lowtorque limiter tool nasas return flight effort used interface technology compliant jsc 2626a existing pgt pistol grip tool used ptc products prointralink proe versions 2001 wildfire 10 communicate concepts revisions final designs drawings nasa project management bsme mechanical engineering university texas austin texas mechanical engineering 2003 3d api assembly budget hardware data communications drafting engineer drawing interface design lockheedmartin logistics materials mechanical pdm camera procurement project management repairs solidworks taurus ii upgrade validation,senior
Human Resources,jessica claire montgomery street san francisco ca 94105 555 4321000 resumesampleexamplecom professional summary meticulous human resources manger bringing 7 plus years experience promoting opendoor environment conducive superior team morale performance cultural changemanagement specialist expertise training orientation onboarding highly skilled regulatory compliance benefits administration operational planning committed promoting diversity inclusion employee relations skills notary public personnel information systems employee engagement compliance payroll administration recruitment policies recruitment hiring work history human resources manager 022021 current ols hotels resorts leadership development teamwork collaboration conflict resolution benefit management union negotiations hris systems trained fmlaadaeeowc implemented performance review motivational strategies elevate hr team results coordinated senior leadership handled managerial needs implementing fresh solutions business strategies managed monthly quarterly annual payouts merit rewards sales commissions bonus programs designed evaluated modified benefits policies keep programs current competitive compliance legal requirements directed controlled 401k medical dental vision benefit packages approved regular payroll submissions employees liaised multiple business divisions improve communications organized led staff orientation programs training promote collaboration collaborated senior management performed benefits analysis corrective action planning bigpicture data capturing initiated maintained workers compensation cases tracking reporting legal mechanics maintained company compliance local state federal laws addition established organizational standards adhered federal state guidelines managed payroll benefits 400 employees served representative various civic community functions enhance company image develop additional business assessed aligned compensation packages market attract highly qualified applicants organizational vacancies directed recordkeeping paperwork preparation line osha requirements coordinated annual employee wellness programs organize employee assistance programs process maintain disability fmla claims monitored handled employee claims involving performancebased harassment incidents oversee hr department personnel including hr specialist hr coordinator recruiter hr admin human resource generalist 122017 022021 subzero wolf work closely union officials resolve grievances recruited hired 200 employees restart plant collaborated human resources personnel accurately efficiently track leave time managed payroll processing 180 employees reviewed personnel records determine names rates pay occupations new hires changes wage rates responded employee questions requests information timely knowledgeable fashion maintained employee confidence protected payroll operations keeping information confidential maintained current understanding state federal policies eeo ada delivered friendly assistance new hires throughout interviewing hiring process collaborated management build implement effective modern employment policies communicated potential hires provide clarity expected tasks compensation policies recruited screened qualified potential employees administered compensation benefits performance management systems safety recreation programs set enforced explained hr policies team members cultivate compliant satisfied workforce collaborated review boards management discrimination complaints facilitate risk mitigation conducted confidential investigations discrimination harassment workplace violence worked cooperatively collective bargaining union representatives management establish accurate job position descriptions classifications pay grades compensation improved quality hiring decisions working hiring managers equitable recruitment efforts administering new comprehensive employment selection exams processed unemployment claims acted company representative unemployment hearings educated advised employees group health plans voluntary benefits 401k retirement plans human resources coordinator 122013 112017 adventist healthcare communicated potential hires provide clarity expected tasks compensation policies set enforced explained hr policies team members cultivate compliant satisfied workforce maintained thorough understanding knowledge current hiring practices recruitment strategies staffing industry trends maintained company compliance local state federal laws addition establishing organizational standards explained employee compensation benefits schedules working conditions promotion opportunities developed reports compiling summaries earnings taxes deductions nontaxable wages disability leave updated employee files new details changes address salary levels responded employee questions requests information timely knowledgeable fashion educated job applicants expected job tasks compensation benefits set clear expectations partnered crossfunctional teams conduct thorough discovery due diligence existing processes offered datadriven recommendations aligned overall company strategies prioritized process improvement initiatives education bachelor science human resources management university maryland baltimore baltimore md,senior
Sales,sample sales resume lovetoknow advice trust logo act print documen alice yeeting 92343 highland court winstonsalem nc 55555 home 5556790021 profile ayt312localispcom cell 5558811933 entrepreneurial sales director skilled developing marketing strategies managing relationships mutual benefit 10 years leading sales teams generate record growth opportunities associations dynamic motivational mentoring abilities experienced sales cycles especially strong cultivating new business exceeded goals expectations targeted solution strategies crossfunctional sales growth scouting new business opportunities client branch extensions territory restructuring primary client retention reward plans multimillion dollar strategies negotiations targeted solution strategies crossfunctional sales growth scouting new business opportunities client branch extensions territory restructuring primary client retention reward plans multimillion dollar strategies negotiations experience power broadcasting winstonsalem nc sales directorkkre kklp kroc klit may 1996present last year led sales team produce record 97 million revenue first chain stations designed implemented sales plans consistently increased speculative revenue 1015 percent year project sales team restructuring biannual training resulted individual achievers averaging 20 percent goal secured 20 new clients first year service remain flagship clients acadia food distributors greensboro nc lead account executive piedmont region july 1992 jan 1996 generated 60 percent regions revenue procurement retention three primary clients impacted revenue 110 percent four years partnership channels recognized top lead generator company three consecutive years willis furniture greensboro nc account executive may 1990 may 1992 based allowed one year commission within two months hiring secured two new products based customers requests increased sales stream 70 percent one year,executive
Education,jessica claire 100 montgomery st 10th floor 555 4321000 resumesampleexamplecom professional summary experienced educational behavioral specialist focused increasing students comprehensive educational experience developing measurable goalsobjectives optimize student learning outcomes expanding behavioral programs meet needs struggling students provide researchbased specialized instruction data collection dissemination behavioral programming highly skilled knowledgeable working asd edd odd behavioral emotionally disabled students competent modificationsaccommodations meeting students needs adept meeting facilitation scheduling skills provide supervisionevaluation educational assistants directed conduct special education evaluations reevaluations establishes maintains long term positive parentfamily relations demonstrates positive conflict resolution skills effective oral written communication skills rti pbis transition planning post graduation collaborate community stakeholders analytical problem solving experience consultingsupporting general education teachers facets teaching learning special education evaluate assess students progress instructional objectives employs varied teaching techniques methods principles learning promote student success ability establish maintain student control discipline classroom school premises school activities committed dedication students community patience work history special education case manager 082019 current nashua school district nashua nh serving building reading teacher special education students working well grade level promoted parent teacher partnerships communications support students educational goals encourage students carefully consider career options related academic decisions based personal strengths goals consulted regularly parents administrators specialists coordinate individualized support struggling students developed individualized programming meet needs students created curriculum based instruction special education students develop implement ieps coordinate delivery special education services support general education teachers develop discipline plans emotional behavioral students serve primary contact parents create positive learning environment emphasis individualized instruction provide compassion vulnerable student population special education case manager 012016 082018 putnam publicschools city state provide researchbased specialized instruction address goals objectives students iep coordinate activities relating special education assigned personnel maintain data including federally mandated policieslaws ensure appropriate services identified students develop maintain substantially separate program high need students coordinate alternative programs special education programs implementation state federal laws assist interviewingselecting qualified personnel student services develop curriculum provide services extended school day students coordinate transportation special education population develop schedules students staff promote wraparound service model support community stakeholders chair special education meetings training staff community oversee data collection dissemination results collaborate communicate effectively parents faculty administration community special education team chairperson 012012 082015 southbridge public schools city state develop scientific researched based programming special education students maintain accurate birth three lists coordinate referrals prek students responsible adherence federalstate laws policies related disabilities special education students including idea ada direct plan evaluate implementation ongoing programming special education programs assist coordination alternative ese programs mentor new teachers participate administrative team meetings leadership council meetings facilitated administrativestaff team initiatives chairing special education meetings coordinating activities training staff community data collection dissemination results developed parent support group collaborate community stakeholders teacher moderate disabilities 012004 012012 auburn public schools city state lead srbi meetings facilitate student assistance team develop educational evaluations coordinate special education schedules meet students individual education plan create curriculuminstruction develop specialized programming reading math students unable functionally attend general education classroom run substantially separate program effective partner pbis training teach reading math science english social studies students inclusion setting resource room setting substantially separate program education 6th year advanced graduate degree social emotional academic learning 082021 sacred heart university fairfield ct masters education elementary education special education cambridge college cambridge bachelor science degree health human services psychology worcester state university worcester certifications state connecticut department education intermediate administration supervision 092 provisional educator certification comprehensive special education 165 state massachusettsdepartment elementary secondary education professional licensure moderate disabilities pk12 professional licensure elementary education 16 professional licensures history science 16 sheltered english immersion endorsement levels autism endorsement levels,senior
PMO,jessica claire montgomery street san francisco ca 94105 555 4321000 resumesampleexamplecom professional summary healthcare professional doctor pharmacy degree 15 years retail pharmacy experience including healthcare compliance risk management system development implementation proven ability problemsolve identify root cause recognized ability leverage technical solutions improve operational regulatory compliance outstanding skills assessing business needs recommending sustainable solutions effectively motivating partners implement spirit collaboration education training doctor pharmacy 2001 university illinois chicago chicago il medication therapy management certificate postgraduate healthcare education llc august 2015 current pharmacist licenses hawaii illinois indiana minnesota texas professional experience healthcare compliance manager 032013 current wellvana las cruces nm oversee development implementation controlled substance monitoring program activities enabling organization prevent detect internal external diversion develop strategies identify assess establish controls based regulatory requirements industry best practice targets business practices drive related remediation activity leverage technology solutions maintain improve controlled substance pharmacy operations compliance partnership technology business partners implement standards best methods document compliance plans execute monitoring control testing address regulatory reporting requirements may arise investigations andor regulatory enforcement project manager pmo target canada pharmacy 062011 032013 target corporation city state oversaw development execution crossfunctional project plans international expansion strategy healthcare operations including merchandising supply chain store operations franchise operations marketing finance technology regulatory compliance maintained continuous alignment program scope strategic business objectives making recommendations modify improve program necessary monitored team progress enforced deadlines developed implemented improved work methods procedures ensure effectiveness efficiency provided regular intra interproject communication partners executive leaders ensure alignment overall program goals objectives regularly evaluated employee performance provided feedback assisted coached team needed pharmacy business process consultant 072005 062011 target corporation city state led business team system development lifecycle build implementation pharmacy dispensing system regulatory compliance business rules engine consulted technology experts development ensure business requirements met collaborated crossfunctional teams draft project schedules plans assess impact prioritize system needs implement change management evaluated federal state pharmacy regulations determined dispensing system impact ensured dispensing application met regulatory requirements developed maintained intake process regulatoryrelated system change requests led user acceptance testing efforts pharmacist pharmacy manager market specialist 052001 072005 target corporation city managed daytoday operations pharmacy consistently met financial operational goals supervised pharmacy team staff pharmacists technicians compounded dispensed medication accurately provided patient counseling ensured legal privacy compliance requirements met managed chicagonw indiana market pharmacist schedule provided coaching pharmacy managers atrisk pharmacies market operational financial best practices provided otc ce training target pharmacists partnership philadelphia college pharmacy trained new pharmacy managers across company new pharmacy openings additional information volunteer guardian ad litem hennepin county minnesota advocate behalf children place child protective services court hearings facilitate passing information parties attorneys professionals involved family children make sure available court monitor evaluation process ensure important information obtained compliance parties temporary orders regarding parents children children protected much litigation possible,senior
